	gene	locus_tag	product	protein_id	EC_number
1176	uvrC	SMc00602	Probable excinuclease ABC subunit C	CAC45750.1	NA
1177	NA	SMc00603	Oxidoreductase, short chain 	CAC45751.1	1.1.1.100
1178	ropB1	SMc00604	Probable outer membrane protein	CAC45752.1	NA
1179	NA	SMc00605	Glutathione S-transferase family protein	CAC45753.1	2.5.1.18
1180	NA	SMc00606	Putative ribonuclease	CAC45754.1	NA
1181	NA	SMc00607	Hypothetical signal peptide protein	CAC45755.1	NA
1182	NA	SMc00608	Conserved hypothetical protein	CAC45756.1	NA
1183	dmsA	SMc04571	Putative anaerobic dimethyl sulfoxide reductase 	CAC45757.1	1.8.99.-
1184	NA	SMc00610	Putative hydrolase	CAC45758.1	3.1.-.-
1185	NA	SMc00611	Hypothetical transmembrane protein	CAC45759.1	NA
1186	NA	SMc00612	Hypothetical protein signal peptide	CAC45760.1	NA
1187	acvB	SMc00613	Conserved hypothetical protein	CAC45761.1	NA
1188	purN	SMc00614	Probable phosphoribosylglycinamide 	CAC45762.1	2.1.2.2
1189	purM	SMc00615	5'-phosphoribosyl-5-aminoimidazole synthetase	CAC45763.1	6.3.3.1
1190	perM	SMc00616	Putative permease	CAC45764.1	NA
1191	NA	SMc00617	Conserved hypothetical protein	CAC45765.1	NA
1192	ppk	SMc00618	Putative polyphosphate kinase	CAC45766.1	2.7.4.1
1193	ppx	SMc00619	Putative exopolyphosphatase	CAC45767.1	3.6.1.11
1194	NA	SMc00620	Hypothetical signal peptide protein	CAC45768.1	NA
1195	cyaB	SMc00621	Adenylate cyclase 2 protein	CAC45769.1	4.6.1.1
1196	rnd	SMc00622	Probable ribonuclease D	CAC45770.1	3.1.26.3
1197	NA	SMc01754	Multicopper oxidase signal peptide	CAC45771.1	NA
1198	NA	SMc01755	Hypothetical MFS-type transporter protein	CAC45772.1	NA
1199	aspS	SMc01756	Probable aspartyl-tRNA synthetase	CAC45773.1	6.1.1.12
1200	NA	SMc01757	Conserved hypothetical protein	CAC45774.1	NA
1201	groEL4	SMc01758	60 KD chaperonin B (GroEL) protein	CAC45775.1	NA
1202	NA	SMc01759	Conserved hypothetical protein	CAC45776.1	NA
1203	NA	SMc01760	Hypothetical transmembrane protein	CAC45777.1	NA
1204	parC	SMc01761	Probable topoisomerase IV subunit A	CAC45778.1	5.99.1.-
1205	NA	SMc01762	Putative transcription regulator	CAC45779.1	NA
1206	NA	SMc01763	Hypothetical transmembrane protein	CAC45780.1	NA
1207	ate	SMc01764	Putative arginyl-tRNA--protein transferase	CAC45781.1	2.3.2.8
1208	NA	SMc01765	Hypothetical transmembrane protein	CAC45782.1	NA
1209	hemB	SMc01766	Probable delta-aminolevulinic acid dehydratase	CAC45783.1	4.2.1.24
1210	NA	SMc01767	Conserved hypothetical transmembrane protein	CAC45784.1	NA
1211	NA	SMc01768	Transcription regulator MarR family	CAC45785.1	NA
1212	NA	SMc01769	Hypothetical protein	CAC45786.1	NA
1213	glyA1	SMc01770	Probable serine hydroxymethyltransferase	CAC45787.1	2.1.2.1
1214	nrdR	SMc01771	Putative transcriptional repressor NrdR	CAC45788.1	NA
1215	ribD	SMc01772	Probable riboflavin biosynthesis protein 	CAC45789.1	unknown EC_number
1216	ribE	SMc01773	Probable riboflavin synthase alpha chain	CAC45790.1	2.5.1.9
1217	NA	SMc01774	Hypothetical protein signal peptide	CAC45791.1	NA
1218	NA	SMc01775	Putative acetyltransferase	CAC45792.1	NA
1219	NA	SMc01776	Auxin-binding protein	CAC45793.1	NA
1220	ribH1	SMc01777	Probable 6,7-dimethyl-8-ribityllumazine 	CAC45794.1	2.5.1.9
1221	nusB	SMc01778	Putative N utilization substance protein B	CAC45795.1	NA
1222	NA	SMc01779	MFS-type transporter	CAC45796.1	NA
1223	hppA	SMc01780	Probable H+ translocating pyrophosphate synthase 	CAC45797.1	3.6.1.1
1224	NA	SMc01781	Hypothetical transmembrane protein	CAC45798.1	NA
1225	NA	SMc01782	Hypothetical protein	CAC45799.1	NA
1226	NA	SMc01783	Conserved hypothetical protein	CAC45800.1	NA
1227	plsX	SMc01784	Putative fatty acid/phospholipid synthesis 	CAC45801.1	NA
1228	fabH	SMc01785	Probable 3-oxoacyl-acyl-carrier-protein synthase 	CAC45802.1	2.3.1.41
1229	himA	SMc01786	Probable integration host factor alpha-subunit	CAC45803.1	NA
1230	NA	SMc01787	Transcription regulator MerR family	CAC45804.1	NA
1231	tRNA-PRO_GGG	SMc02182	Hypothetical protein	CAC45805.1	NA
1232	NA	SMc01789	Hypothetical signal peptide protein	CAC45806.1	NA
1233	NA	SMc01902	Hypothetical protein	CAC45807.1	NA
1234	NA	SMc01790	Putative glycosyltransferase	CAC45808.1	NA
1235	NA	SMc01791	Conserved hypothetical transmembrane protein	CAC45809.1	NA
1236	NA	SMc01792	Putative surface polysaccharide biosynthesis 	CAC45810.1	NA
1237	NA	SMc01793	Putative glycosyltransferase	CAC45811.1	NA
1238	NA	SMc01794	Putative polysaccharide export system 	CAC45812.1	NA
1239	NA	SMc01795	Surface polysaccharide transport protein	CAC45813.1	NA
1240	NA	SMc01796	Conserved hypothetical protein	CAC45814.1	NA
1241	NA	SMc01797	Putative acetyltransferase	CAC45815.1	2.3.1.-
1242	NA	SMc01798	Conserved hypothetical protein	CAC45816.1	NA
1243	NA	SMc01799	Conserved hypothetical signal peptide protein	CAC45817.1	NA
1244	NA	SMc01800	Putative cytochrome C oxidase assembly 	CAC45818.1	NA
1245	argC	SMc01801	Probable N-acetyl-gamma-glutamyl-phosphate 	CAC45819.2	1.2.1.38
1246	speB	SMc01802	Probable agmatinase	CAC45820.1	3.5.3.11
1247	rpsI	SMc01803	Probable 30S ribosomal protein S9	CAC45821.1	NA
1248	rplM	SMc01804	Probable 50S ribosomal protein L13	CAC45822.1	NA
1249	NA	SMc01805	Hypothetical transmembrane protein	CAC45823.1	NA
1250	NA	SMc01806	Putative enoyl CoA hydratase	CAC45824.1	4.2.1.17
1251	NA	SMc01807	Hypothetical transmembrane protein	CAC45825.1	NA
1252	NA	SMc01808	Conserved hypothetical protein	CAC45826.1	NA
1253	NA	SMc01809	Putative O-acetylhomoserine sulfhydrylase	CAC45827.1	2.5.1.49
1254	NA	SMc04465	Conserved hypothetical protein	CAC45828.1	NA
1255	TRm20N	SMc04433	Putative partial transposase	CAC45829.1	NA
1256	TRm20C	SMc04573	Putative partial transposase	CAC45830.2	NA
1257	NA	SMc01812	Putative cytochrome P450-like monooxygenase	CAC45831.1	1.14.14.1
1258	NA	SMc01813	Conserved hypothetical protein	CAC45832.1	NA
1259	NA	SMc04448	Phospholipase D family protein	CAC45833.1	NA
1260	clpP1	SMc01903	Probable ATP-dependent CLP protease proteolytic 	CAC45834.1	3.4.21.92
1261	clpX	SMc01904	Probable ATP-dependent CLP protease ATP-binding 	CAC45835.1	NA
1262	lon	SMc01905	Probable ATP-dependent protease LA protein	CAC45836.1	3.4.21.53
1263	hupB	SMc01906	DNA-binding protein HU	CAC45837.1	NA
1264	NA	SMc01907	Hypothetical transmembrane protein	CAC45838.1	NA
1265	NA	SMc01908	Transcription regulator MarR family	CAC45839.1	NA
1266	NA	SMc01909	Conserved hypothetical protein	CAC45840.1	NA
1267	NA	SMc01910	Hypothetical protein	CAC45841.1	NA
1268	tRNA-ASP_GTC	SMc01937	Conserved hypothetical protein	CAC45842.1	NA
1269	nuoA1	SMc01912	NADH dehydrogenase I chain A	CAC45843.1	1.6.5.3
1270	nuoB1	SMc01913	NADH-ubiqionone oxidoreductase subunit K 	CAC45844.1	1.6.5.3
1271	nuoC1	SMc01914	NADH dehydrogenase I chain C	CAC45845.1	1.6.99.3
1272	nuoD1	SMc01915	Probable NADH-quinone oxidoreductase subunit D 	CAC45846.1	1.6.99.5
1273	NA	SMc01916	Hypothetical signal peptide protein	CAC45847.1	NA
1274	nuoE1	SMc01917	NADH dehydrogenase I chain E	CAC45848.1	1.6.99.5
1275	nuoF1	SMc01918	NADH-quinone oxidoreductase subunit F 1	CAC45849.1	1.6.99.5
1276	NA	SMc01919	Hypothetical transmembrane protein	CAC45850.1	NA
1277	nuoG1	SMc01920	Probable NADH dehydrogenase I chain G	CAC45851.1	1.6.99.3
1278	nuoH	SMc01921	Probable NADH dehydrogenase I chain H 	CAC45852.1	1.6.5.3
1279	nuoI	SMc01922	Probable NADH-ubiquinone oxidoreductase chain I	CAC45853.1	1.6.99.3
1280	nuoJ	SMc01923	Probable NADH dehydrogenase I chain J 	CAC45854.1	1.6.99.5
1281	nuoK1	SMc01924	Probable NADH dehydrogenase I chain K 	CAC45855.1	1.6.5.3
1282	nuoL	SMc01925	Probable NADH dehydrogenase I chain L 	CAC45856.1	1.6.99.5
1283	nuoM	SMc01926	Probable NADH dehydrogenase I chain M 	CAC45857.1	1.6.99.5
1284	nuoN	SMc01927	Probable NADH dehydrogenase I chain N 	CAC45858.1	1.6.99.5
1285	birA	SMc01928	Probable biotin--[acetyl-CoA-carboxylase] 	CAC45859.1	6.3.4.15
1286	NA	SMc01929	Hypothetical protein	CAC45860.2	NA
1287	NA	SMc01930	Hypothetical protein	CAC45861.1	NA
1288	NA	SMc04668	Conserved hypothetical transmembrane protein	CAC45862.1	NA
1289	NA	SMc01932	Conserved hypothetical protein	CAC45863.1	NA
1290	NA	SMc01933	Conserved hypothetical protein	CAC45864.1	NA
1291	proS	SMc01934	Probable prolyl-tRNA synthetase	CAC45865.1	6.1.1.15
1292	NA	SMc01935	ABC transport system, permease	CAC45866.1	NA
1293	NA	SMc01376	ABC transport system ATP-binding protein	CAC45867.1	NA
1294	dnaE1	SMc04510	Probable DNA polymerase III, alpha chain	CAC45868.1	2.7.7.7
1295	NA	SMc01374	Hypothetical protein	CAC45869.1	NA
1296	dinB1	SMc01373	Putative DNA polymerase IV 1	CAC45870.1	2.7.7.7
1297	NA	SMc01372	Conserved hypothetical protein	CAC45871.1	NA
1298	divK	SMc01371	DivK cell division response regulator, essential 	CAC45872.1	NA
1299	pleD	SMc01370	Response regulator containing a CheY-like 	CAC45873.1	NA
1300	rpmG	SMc01369	Probable 50S ribosomal protein L33	CAC45874.1	NA
1301	NA	SMc01368	MFS-type efflux protein	CAC45875.1	NA
1302	NA	SMc01367	Conserved hypothetical protein	CAC45876.1	NA
1303	NA	SMc01366	Conserved hypothetical protein	CAC45877.1	NA
1304	rnr	SMc01365	Putative exoribonuclease II	CAC45878.1	3.1.13.1
1305	topA	SMc01364	Putative DNA topoisomerase I	CAC45879.1	5.99.1.2
1306	smf	SMc01363	Conserved hypothetical protein	CAC45880.1	NA
1307	NA	SMc01362	Hypothetical transmembrane protein	CAC45881.1	NA
1308	NA	SMc01361	Dihydroorotase	CAC45882.1	3.5.2.3
1309	pyrB	SMc01360	Probable aspartate carbamoyltransferase 	CAC45883.1	2.1.3.2
1310	aidB	SMc01359	Putative acyl-CoA dehydrogenase	CAC45884.1	NA
1311	NA	SMc01358	Hypothetical transmembrane protein	CAC45885.1	NA
1312	NA	SMc01357	Hypothetical transmembrane protein	CAC45886.1	NA
1313	NA	SMc01356	Hypothetical transmembrane protein	CAC45887.1	NA
1314	NA	SMc01355	Conserved hypothetical protein	CAC45888.1	NA
1315	NA	SMc01354	Conserved hypothetical protein	CAC45889.1	NA
1316	gatC	SMc01353	Putative glutamyl-tRNA(GLN) amidotransferase 	CAC45890.1	6.3.5.-
1317	gatA	SMc01352	Putative glutamyl-tRNA amidotransferase subunit 	CAC45891.1	6.3.5.-
1318	NA	SMc01351	Conserved hypothetical protein	CAC45892.1	NA
1319	gatB	SMc01350	Putative glutamyl-tRNA amidotransferase subunit 	CAC45893.1	6.3.5.-
1320	NA	SMc01349	Conserved hypothetical protein	CAC45894.1	NA
1321	NA	SMc01348	Hypothetical protein	CAC45895.2	NA
1322	NA	SMc01347	Conserved hypothetical protein	CAC45896.1	NA
1323	aat	SMc01346	Leucyl/phenylalanyl-tRNA--protein transferase	CAC45897.1	2.3.2.6
1324	accC	SMc01345	Probable biotin carboxylase	CAC45898.1	6.3.4.14
1325	accB	SMc01344	Probable biotin carboxyl carrier protein of 	CAC45899.1	NA
1326	aroQ	SMc01343	Putative 3-dehydroquinate dehydratase	CAC45900.1	4.2.1.10
1327	NA	SMc01342	Putative outer membrane protein	CAC45901.1	NA
1328	NA	SMc01341	Hypothetical/unknown protein	CAC45902.1	NA
1329	NA	SMc01382	Aminotransferase	CAC45903.1	2.6.1.-
1330	TRm2011-2a	SMc01339	Putative transposase for insertion sequence 	CAC45904.1	NA
1331	TRm2011-2b	SMc04680	Putative transposase for insertion sequence 	CAC45905.1	NA
1332	NA	SMc01337	Hypothetical/unknown protein	CAC45906.1	NA
1333	rne	SMc01336	Probable ribonuclease E	CAC45907.1	3.1.4.-
1334	amiC	SMc01335	Probable N-acetylmuramoyl-L-alanine amidase AmiC 	CAC45908.2	3.5.1.28
1335	mrcA1	SMc01334	Probable penicillin-binding 1A transmembrane 	CAC45909.1	NA
1336	prfB	SMc04487	Probable peptide chain release factor 2 (RF-2) 	CAC45910.1	NA
1337	NA	SMc01332	Hypothetical/unknown protein	CAC45911.1	NA
1338	tRNA-THR_TGT	SMc01377	Probable inorganic polyphosphate/ATP-NAD kinase	CAC45912.1	2.7.1.23
1339	NA	SMc04435	Conserved hypothetical protein	CAC45913.1	NA
1340	NA	SMc01330	Putative transcription regulator	CAC45914.1	NA
1341	azoR	SMc01329	Probable FMN-dependent NADH-azoreductase	CAC45915.1	NA
1342	NA	SMc01328	Hypothetical transmembrane protein	CAC45916.1	NA
1343	tRNA-GLY_TCC	SMc01379	Putative tRNA/rRNA methyltransferase	CAC45917.1	2.1.1.-
1344	tufB	SMc01326	Probable elongation factor TU protein	CAC45918.1	NA
1345	NA	SMc01325	Hypothetical/unknown protein	CAC45919.1	NA
1346	tRNA-TRP_CCA	SMc01381	Sugar epimerase	CAC45920.1	NA
1347	secE	SMc01323	Putative preprotein translocase SecE subunit 	CAC45921.1	NA
1348	nusG	SMc01322	Probable transcription antitermination protein	CAC45922.1	NA
1349	rplK	SMc01321	Probable 50S ribosomal protein L11	CAC45923.1	NA
1350	rplA	SMc01320	Probable 50S ribosomal protein L1	CAC45924.1	NA
1351	rplJ	SMc01319	Probable 50S ribosomal protein L10 (L8)	CAC45925.1	NA
1352	rplL	SMc01318	Probable 50S ribosomal protein L7/L12 (L8)	CAC45926.1	NA
1353	rpoB	SMc01317	Probable DNA-directed RNA polymerase beta chain	CAC45927.1	2.7.7.6
1354	rpoC	SMc01316	Probable DNA-directed RNA polymerase beta' 	CAC45928.1	2.7.7.6
1355	NA	SMc01315	Conserved hypothetical protein	CAC45929.1	NA
1356	rpsL	SMc01314	Probable 30S ribosomal protein S12	CAC45930.1	NA
1357	rpsG	SMc01313	Probable 30S ribosomal protein S7	CAC45931.1	NA
1358	fusA1	SMc01312	Probable elongation factor G	CAC45932.1	NA
1359	tufA	SMc01311	Probable elongation factor TU protein	CAC45933.1	NA
1360	rpsJ	SMc01310	Probable 30S ribosomal protein S10	CAC45934.1	NA
1361	rplC	SMc01309	Probable 50S ribosomal protein L3	CAC45935.1	NA
1362	rplD	SMc01308	Probable 50S ribosomal protein L4	CAC45936.1	NA
1363	rplW	SMc01307	Probable 50S ribosomal protein L23	CAC45937.1	NA
1364	rplB	SMc01306	Probable 50S ribosomal protein L2	CAC45938.1	NA
1365	rpsS	SMc01305	Probable 30S ribosomal protein S19	CAC45939.1	NA
1366	rplV	SMc01304	Probable 50S ribosomal protein L22	CAC45940.1	NA
1367	rpsC	SMc01303	Probable 30S ribosomal protein S3	CAC45941.1	NA
1368	rplP	SMc01302	Probable 50S ribosomal protein L16	CAC45942.1	NA
1369	rpmC	SMc01301	Probable 50S ribosomal protein L29	CAC45943.1	NA
1370	rpsQ	SMc01300	Probable 30S ribosomal protein S17	CAC45944.1	NA
1371	rplN	SMc01299	Probable 50S ribosomal protein L14	CAC45945.1	NA
1372	rplX	SMc01298	Probable 50S ribosomal protein L24	CAC45946.1	NA
1373	rplE	SMc01297	Probable 50S ribosomal protein L5	CAC45947.1	NA
1374	rpsN	SMc01296	Probable 30S ribosomal protein S14	CAC45948.1	NA
1375	rpsH	SMc01295	Probable 30S ribosomal protein S8	CAC45949.1	NA
1376	rplF	SMc01294	Probable 50S ribosomal protein L6	CAC45950.1	NA
1377	rplR	SMc01293	Probable 50S ribosomal protein L18	CAC45951.1	NA
1378	rpsE	SMc01292	Probable 30S ribosomal protein S5	CAC45952.1	NA
1379	rpmD	SMc01291	Probable 50S ribosomal protein L30	CAC45953.1	NA
1380	rplO	SMc01290	Probable 50S ribosomal protein L15	CAC45954.1	NA
1381	secY	SMc01289	Preprotein translocase subunit SecY	CAC45955.1	NA
1382	adk	SMc01288	Probable adenylate kinase	CAC45956.2	2.7.4.3
1383	rpsM	SMc01287	Probable 30S ribosomal protein S13	CAC45957.1	NA
1384	rpsK	SMc01286	Probable 30S ribosomal protein S11	CAC45958.1	NA
1385	rpoA	SMc01285	DNA-directed RNA polymerase, alpha subunit	CAC45959.1	2.7.7.6
1386	rplQ	SMc04511	Probable 50S ribosomal protein L17	CAC45960.1	NA
1387	NA	SMc01282	Hypothetical transmembrane protein	CAC45961.1	NA
1388	NA	SMc01281	Conserved hypothetical protein	CAC45962.1	NA
1389	degP3	SMc01280	Serine protease	CAC45963.1	3.4.21.-
1390	NA	SMc01279	Conserved hypothetical protein	CAC45964.1	NA
1391	sugE	SMc01278	Probable chaperone homologue transmembrane 	CAC45965.1	NA
1392	NA	SMc01277	Hypothetical protein	CAC45966.1	NA
1393	gph2	SMc01276	Putative phosphoglycolate phosphatase	CAC45967.1	3.1.3.18
1394	rluC	SMc01275	Probable ribosomal large subunit pseudouridine 	CAC45968.1	4.2.1.70
1395	crcB	SMc01274	Protein CrcB homolog	CAC45969.1	NA
1396	NA	SMc01273	Putative S-formylglutathione hydrolase	CAC45970.1	3.1.2.12
1397	NA	SMc01272	Hypothetical transmembrane protein	CAC45971.1	NA
1398	NA	SMc01271	Conserved hypothetical protein	CAC45972.1	NA
1399	adhC1	SMc01270	Probable alcohol dehydrogenase class III + 	CAC45973.1	unknown EC_number
1400	NA	SMc01269	Transcription regulator	CAC45974.1	NA
1401	tRNA-LEU_GAG	SMc01380	Probable lipoate-protein ligase B	CAC45975.1	6.-.-.-
1402	NA	SMc01267	Conserved hypothetical protein	CAC45976.1	NA
1403	NA	SMc01266	Conserved hypothetical protein	CAC45977.1	NA
1404	NA	SMc04514	Conserved hypothetical protein	CAC45978.1	NA
1405	NA	SMc01264	Hypothetical transmembrane protein	CAC45979.1	NA
1406	NA	SMc01263	Hypothetical transmembrane protein	CAC45980.1	NA
1407	def2	SMc01262	Putative polypeptide deformylase	CAC45981.1	3.5.1.-
1408	NA	SMc01261	Putative transporter transmembrane protein	CAC45982.1	NA
1409	NA	SMc01260	Putative transcription regulator	CAC45983.1	NA
1410	NA	SMc01259	Hypothetical transmembrane protein	CAC45984.1	NA
1411	NA	SMc01258	Hypothetical transmembrane protein	CAC45985.1	NA
1412	NA	SMc01257	Hypothetical transmembrane protein	CAC45986.1	NA
1413	sda	SMc01256	Probable L-serine dehydratase	CAC45987.1	4.3.1.17
1414	NA	SMc04485	Conserved hypothetical protein	CAC45988.1	NA
1415	NA	SMc01068	Hypothetical/unknown protein	CAC45989.1	NA
1416	NA	SMc00996	Penicillin-binding protein	CAC45990.2	3.4.16.4
1417	NA	SMc00997	Conserved hypothetical transmembrane protein	CAC45991.1	NA
1418	NA	SMc04557	Conserved hypothetical signal peptide protein	CAC45992.1	NA
1419	NA	SMc00999	Conserved hypothetical protein	CAC45993.1	NA
1420	NA	SMc01000	Conserved hypothetical protein	CAC45994.1	NA
1421	NA	SMc01001	Hypothetical transmembrane protein	CAC45995.1	NA
1422	NA	SMc04558	Conserved hypothetical protein	CAC45996.1	NA
1423	NA	SMc01003	Conserved hypothetical protein	CAC45997.1	NA
1424	hisI	SMc01004	Putative phosphoribosyl-AMP cyclohydrolase	CAC45998.1	3.5.4.19
1425	folE	SMc01005	Probable GTP cyclohydrolase I	CAC45999.1	3.5.4.16
1426	NA	SMc01006	Conserved hypothetical protein	CAC46000.1	NA
1427	NA	SMc01007	Conserved hypothetical protein	CAC46001.1	NA
1428	NA	SMc01008	Hypothetical protein	CAC46002.1	NA
1429	NA	SMc01009	Conserved hypothetical protein	CAC46003.1	NA
1430	thrS	SMc04671	Probable threonyl-tRNA synthetase	CAC46004.1	6.1.1.3
1431	NA	SMc01011	Conserved hypothetical protein	CAC46005.1	NA
1432	NA	SMc01012	Conserved hypothetical protein	CAC46006.1	NA
1433	NA	SMc01013	Conserved hypothetical protein	CAC46007.1	NA
1434	NA	SMc01014	Hypothetical protein	CAC46008.1	NA
1435	NA	SMc01015	Hypothetical protein	CAC46009.1	NA
1436	NA	SMc01016	Hypothetical protein	CAC46010.1	NA
1437	NA	SMc01017	Putative acetyltransferase	CAC46011.1	2.3.1.-
1438	parE	SMc01018	Probable topoisomerase IV subunit B	CAC46012.1	5.99.1.-
1439	NA	SMc01019	Hypothetical protein	CAC46013.1	NA
1440	NA	SMc01020	Probable oxidoreductase	CAC46014.1	NA
1441	NA	SMc01021	Hypothetical transmembrane protein	CAC46015.1	NA
1442	NA	SMc01022	Putative cytochrome B transmembrane protein	CAC46016.1	NA
1443	tpiA	SMc01023	Triosephosphate isomerase	CAC46017.1	5.3.1.1
1444	NA	SMc01024	Hypothetical transmembrane protein	CAC46018.1	NA
1445	pyrG	SMc01025	Probable CTP synthase	CAC46019.1	6.3.4.2
1446	NA	SMc01026	Hypothetical/unknown protein	CAC46020.1	NA
1447	kdsA	SMc01027	Probable 2-dehydro-3-deoxyphosphooctonate 	CAC46021.1	2.5.1.55
1448	eno	SMc04486	Probable enolase	CAC46022.1	4.2.1.11
1449	NA	SMc01029	Conserved hypothetical protein	CAC46023.1	NA
1450	pdhAa	SMc01030	Pyruvate dehydrogenase E1 component alpha 	CAC46024.1	1.2.4.1
1451	pdhAb	SMc01031	Pyruvate dehydrogenase E1 component beta 	CAC46025.1	1.2.4.1
1452	pdhC	SMc01032	Dihydrolipoyllysine-residue acetyltransferase 	CAC46026.1	2.3.1.12
1453	NA	SMc01033	Esterase	CAC46027.1	3.1.1.2
1454	NA	SMc01034	Hypothetical protein	CAC46028.1	NA
1455	lpdA1	SMc01035	Probable dihydrolipoamide dehydrogenase (E3 	CAC46029.1	1.8.1.4
1456	NA	SMc01036	Hypothetical transmembrane protein	CAC46030.1	NA
1457	lipA	SMc01037	Probable lipoic acid synthetase	CAC46031.1	NA
1458	NA	SMc04865	Hypothetical protein	CAC46032.1	NA
1459	NA	SMc01038	Conserved hypothetical protein	CAC46033.1	NA
1460	NA	SMc01039	Hypothetical protein	CAC46034.1	NA
1461	ispDF	SMc01040	2-C-methyl-D-erythritol 4-phosphate 	CAC46035.1	2.7.7.60
1462	dusB	SMc01041	tRNA-dihydrouridine synthase B	CAC46036.1	1.-.-.-
1463	ntrB	SMc01042	Nitrogen assimilation regulatory protein	CAC46037.1	2.7.3.-
1464	ntrC	SMc01043	Nitrogen assimilation regulatory protein	CAC46038.1	NA
1465	ntrY	SMc01044	Probable nitrogen regulation transmembrane 	CAC46039.1	2.7.3.-
1466	ntrX	SMc01045	Probable nitrogen regulation protein	CAC46040.1	NA
1467	trkA	SMc01046	Probable TRK system potassium uptake protein	CAC46041.1	NA
1468	NA	SMc01047	D-alanine aminotransferase	CAC46042.1	2.6.1.21
1469	nrfA	SMc01048	Probable RNA binding protein	CAC46043.2	NA
1470	hflX	SMc01254	Putative GTP-binding protein	CAC46044.1	NA
1471	TRm20	SMc04564	Putative transposase	CAC46045.1	NA
1472	NA	SMc01051	Conserved hypothetical protein	CAC46046.1	NA
1473	NA	SMc01052	Conserved hypothetical protein	CAC46047.1	NA
1474	cysG	SMc01053	Probable siroheme synthase	CAC46048.1	2.1.1.107
1475	NA	SMc01054	Conserved hypothetical protein	CAC46049.1	NA
1476	cysI	SMc02124	Putative sulfite reductase	CAC46050.1	1.8.1.2
1477	NA	SMc02123	Conserved hypothetical protein	CAC46051.1	NA
1478	fpr	SMc02122	Probable ferredoxin--NADP reductase	CAC46052.1	1.18.1.2
1479	relE	SMc04436	Putative toxin RelE	CAC46053.1	NA
1480	aapP	SMc02121	Probable general L-amino acid transport 	CAC46054.1	NA
1481	aapM	SMc02120	Probable general L-amino acid transport permease 	CAC46055.1	NA
1482	aapQ	SMc02119	Probable general L-amino acid transport permease 	CAC46056.1	NA
1483	aapJ	SMc02118	Probable general L-amino acid-binding 	CAC46057.1	NA
1484	metC	SMc02117	Probable cystathionine beta-lyase	CAC46058.1	4.4.1.8
1485	NA	SMc02116	Putative salicylate hydroxylase	CAC46059.1	1.14.13.1
